商品名称,商品价格,付款人数,店铺,发货地址
红蜻蜓女鞋2020秋季新款高跟粗跟职业性感单鞋时尚潮流上班穿鞋子,269.00 ,0人付款,哥弟官方旗舰店,浙江 温州
热风女鞋2020年秋季新款女士小香风粗跟圆头蝴蝶结高跟鞋H18W0715,289.00 ,30人付款,哥弟官方旗舰店,上海
热风女鞋2020年秋季新款女士高跟单鞋百搭时尚细跟鞋H04W0702,309.00 ,13人付款,哥弟官方旗舰店,上海
森达2020夏季新款气质简约百搭绑带细高跟中跟女皮凉鞋4ZN01BL0,379.00 ,32人付款,哥弟官方旗舰店,广东 深圳
【星光少女礼盒】Kiss Kitty2020年夏季新款仙女风粗跟高跟凉鞋女,749.00 ,23人付款,哥弟官方旗舰店,广东 广州
CESARE CASADEI裸粉色时尚气质女士镂空尖头优雅高跟鞋单鞋,5190.00 ,0人付款,哥弟官方旗舰店,浙江 嘉兴
骆驼女鞋2020新款春夏休闲深口鞋圆头牛皮鞋英伦高跟小皮鞋厚底,339.00 ,3人付款,哥弟官方旗舰店,广东 广州
森达2020夏季新款专柜法式优雅气质尖头粗高跟女皮凉鞋VNB33BH0,429.00 ,32人付款,哥弟官方旗舰店,广东 深圳
骆驼女鞋2020夏新品一字扣腕带舒适中后空单鞋粗高跟玛丽珍凉鞋女,229.00 ,7人付款,哥弟官方旗舰店,广东 广州
百丽星辰细高跟凉鞋2020春商场新款蝴蝶结尖头水晶凉鞋BSCD7BH0,499.00 ,138人付款,哥弟官方旗舰店,广东 深圳
KissKitty2020夏季新款星星中跟绑带女鞋时装仙女风粗跟高跟凉鞋,599.00 ,56人付款,哥弟官方旗舰店,广东 广州
FERRAGAMO/菲拉格慕黑色/红色牛皮蝴蝶结女士时尚粗高跟凉鞋,2830.00 ,1人付款,哥弟官方旗舰店,上海
莎莎苏2020年小红书同款夏新款罗马时装凉鞋方头仙女风细高跟鞋女,1249.00 ,9人付款,哥弟官方旗舰店,广东 广州
仙女风包头凉鞋女夏尖头中跟百搭一字带单鞋2020粗跟高跟鞋ins潮,129.00 ,10人付款,奥古狮登旗舰店,福建 泉州
哥弟女鞋2020秋季新款尖头中空奥钻松紧细跟高跟鞋女单鞋AX11062,550.00 ,0人付款,奥古狮登旗舰店,广东 广州
clarks其乐女鞋2020夏新款Laina55 Mule猫跟穆勒包头半拖高跟凉鞋,1199.00 ,42人付款,奥古狮登旗舰店,浙江 嘉兴
茵曼女鞋2020新款乐福鞋女秋舒适粗跟金属扣休闲真皮鞋通勤高跟鞋,369.00 ,2人付款,奥古狮登旗舰店,广东 佛山
香港直邮 Stuart Weitzman 黑色女士高跟鞋 及裸靴,2859.00 ,0人付款,奥古狮登旗舰店,香港 新界
clarks其乐女鞋2020秋冬新款正装猫跟鞋时尚尖头细高跟商务单鞋女,1299.00 ,1人付款,奥古狮登旗舰店,浙江 嘉兴
骆驼女鞋2020夏季新款一字带凉鞋通勤简约高跟鞋细跟蛇纹猫跟凉鞋,289.00 ,10人付款,奥古狮登旗舰店,广东 广州
PEDRO低帮鞋PW1-25580272女士时尚拼接鞋面尖头高跟鞋,269.00 ,3人付款,奥古狮登旗舰店,上海
PEDRO低帮鞋PW1-26480026女士褶皱装饰尖头高跟鞋单鞋,309.00 ,2人付款,奥古狮登旗舰店,上海
ECCO爱步女鞋2020春季新款 穆勒鞋高跟鞋女 型塑45尖头方跟262753,1799.00 ,9人付款,奥古狮登旗舰店,浙江 杭州
茵曼2020春季鞋子法式少女高跟鞋粗跟蝴蝶结网红新款中跟真皮单鞋,339.00 ,3人付款,奥古狮登旗舰店,广东 广州
奥康女鞋 2020春季新款时尚浅口尖头细跟高跟鞋单鞋优雅气质女鞋,219.00 ,10人付款,奥古狮登旗舰店,浙江 温州
clarks其乐女鞋Linvale Jerica正装黑色高跟鞋女细跟单鞋,899.00 ,0人付款,奥古狮登旗舰店,浙江 杭州
HM 女鞋鞋子2020夏季新款时尚高跟仙女鞋气质坡跟凉鞋 0889690,299.00 ,4人付款,奥古狮登旗舰店,江苏 苏州
ts蹀愫2020春新品法式字母扣牛漆皮浅口方头细高跟单鞋TA10102-12,699.00 ,21人付款,奥古狮登旗舰店,广东 广州
ts蹀愫2020春新品法式百搭幸运金币小尖头高跟镂空空鞋TA10103-13,1099.00 ,4人付款,奥古狮登旗舰店,广东 广州
73Hours女鞋Irene单鞋女2020新款仙女缎面奥赛细跟尖头高跟鞋,1480.00 ,8人付款,奥古狮登旗舰店,上海
73Hours女鞋Glaze鞋子女2020年新款细跟法式仙女风浅口单鞋高跟鞋,1180.00 ,12人付款,奥古狮登旗舰店,上海
接吻猫秋季新款时尚尖头高跟细跟通勤职业工作羊皮浅口单鞋女,499.00 ,15人付款,奥古狮登旗舰店,广东 广州
kisscat接吻猫夏季新款猫跟后空仙女风高跟尖头包头凉鞋,539.00 ,9人付款,奥古狮登旗舰店,广东 广州
ZARA新款 TRF 女鞋 驼色细带绑带高跟牛皮革时装凉鞋 13335510117,359.00 ,,奥古狮登旗舰店,上海
honeyGIRL甜粉网纱拖鞋女外穿2020夏季新款透明跟高跟凉拖粗跟鞋,159.00 ,113人付款,奥古狮登旗舰店,广东 深圳
honeyGIRL一字带凉鞋2020新款女中跟 粗跟方头罗马法式小高跟鞋夏,169.00 ,285人付款,奥古狮登旗舰店,广东 深圳
ZARA新款 女鞋 黑色网眼细跟高跟鞋 11212510040,299.00 ,,奥古狮登旗舰店,上海
西遇一字带凉鞋女仙女风2020新款夏季时尚烫钻舒适百搭细跟高跟鞋,199.00 ,17人付款,奥古狮登旗舰店,广东 深圳
索菲娅2020夏季新款一字式扣带高跟后空时装凉鞋女鞋潮SF02115004,429.00 ,27人付款,奥古狮登旗舰店,上海
星期六蝴蝶结尖头通勤细跟高跟鞋优雅浅口单鞋例假鞋女SS81111552,219.00 ,0人付款,奥古狮登旗舰店,上海
Tata/他她2020秋专柜同款蝴蝶结尖头粗高跟单鞋奶奶鞋女XHZ02CQ0,699.00 ,227人付款,奥古狮登旗舰店,广东 深圳
Tata/他她2020夏专柜同款小碎花底通勤尖头高跟鞋女凉鞋XAX07BH0,589.00 ,7人付款,奥古狮登旗舰店,广东 深圳
西遇高跟鞋女仙女风2020新款秋季优雅尖头镶钻百搭浅口单鞋女细跟,169.00 ,2人付款,奥古狮登旗舰店,广东 深圳
红蜻蜓女鞋2020秋季新款高跟鞋中跟鞋一脚蹬单鞋时尚潮流百搭鞋子,269.00 ,1人付款,奥古狮登旗舰店,浙江 温州
红蜻蜓女鞋2020秋季新款高跟粗跟职业性感单鞋时尚潮流上班穿鞋子,269.00 ,0人付款,奥古狮登旗舰店,浙江 温州
热风女鞋2020年秋季新款女士光面通勤百搭OL细高跟单鞋女H04W0770,269.00 ,17人付款,奥古狮登旗舰店,上海
热风女鞋2020年秋季新款女士小香风粗跟圆头蝴蝶结高跟鞋H18W0715,289.00 ,30人付款,奥古狮登旗舰店,上海
森达2020夏季新款气质简约百搭绑带细高跟中跟女皮凉鞋4ZN01BL0,379.00 ,32人付款,奥古狮登旗舰店,广东 深圳
Jimmy Choo周仰杰 SCARLETTE65系列20黑银色蝴蝶结女士高跟鞋婚鞋,3990.00 ,0人付款,奥古狮登旗舰店,上海
Jimmy Choo周仰杰 LOVE65系列经典款银色牛皮鳄鱼纹女高跟鞋婚鞋,2790.00 ,7人付款,奥古狮登旗舰店,上海
【星光少女礼盒】Kiss Kitty2020年夏季新款仙女风粗跟高跟凉鞋女,749.00 ,23人付款,奥古狮登旗舰店,广东 广州
骆驼女鞋2020新款春夏休闲深口鞋圆头牛皮鞋英伦高跟小皮鞋厚底,339.00 ,3人付款,奥古狮登旗舰店,广东 广州
森达2020夏季新款专柜法式优雅气质尖头粗高跟女皮凉鞋VNB33BH0,429.00 ,32人付款,奥古狮登旗舰店,广东 深圳
骆驼女鞋2020夏新品一字扣腕带舒适中后空单鞋粗高跟玛丽珍凉鞋女,229.00 ,7人付款,奥古狮登旗舰店,广东 广州
百丽星辰细高跟凉鞋2020春商场新款蝴蝶结尖头水晶凉鞋BSCD7BH0,499.00 ,138人付款,奥古狮登旗舰店,广东 深圳
KissKitty2020夏季新款星星中跟绑带女鞋时装仙女风粗跟高跟凉鞋,599.00 ,56人付款,奥古狮登旗舰店,广东 广州
莎莎苏2020年小红书同款夏新款罗马时装凉鞋方头仙女风细高跟鞋女,1249.00 ,9人付款,奥古狮登旗舰店,广东 广州
Michael Kors 迈克 科尔斯 女士铆钉宽带高跟凉鞋 40S7VLMA1L oys,789.00 ,0人付款,天猫国际海外仓直购,香港 新界
仙女风包头凉鞋女夏尖头中跟百搭一字带单鞋2020粗跟高跟鞋ins潮,129.00 ,10人付款,天猫国际海外仓直购,福建 泉州
哥弟女鞋2020秋季新款尖头中空奥钻松紧细跟高跟鞋女单鞋AX11062,550.00 ,0人付款,天猫国际海外仓直购,广东 广州
clarks其乐女鞋2020夏新款Laina55 Mule猫跟穆勒包头半拖高跟凉鞋,1199.00 ,42人付款,天猫国际海外仓直购,浙江 嘉兴
茵曼女鞋2020新款乐福鞋女秋舒适粗跟金属扣休闲真皮鞋通勤高跟鞋,369.00 ,2人付款,天猫国际海外仓直购,广东 佛山
香港直邮 Stuart Weitzman 黑色女士高跟鞋 及裸靴,2859.00 ,0人付款,天猫国际海外仓直购,香港 新界
clarks其乐女鞋2020秋冬新款正装猫跟鞋时尚尖头细高跟商务单鞋女,1299.00 ,1人付款,天猫国际海外仓直购,浙江 嘉兴
骆驼女鞋2020夏季新款一字带凉鞋通勤简约高跟鞋细跟蛇纹猫跟凉鞋,289.00 ,10人付款,天猫国际海外仓直购,广东 广州
PEDRO低帮鞋PW1-25580272女士时尚拼接鞋面尖头高跟鞋,269.00 ,3人付款,天猫国际海外仓直购,上海
PEDRO低帮鞋PW1-26480026女士褶皱装饰尖头高跟鞋单鞋,309.00 ,2人付款,天猫国际海外仓直购,上海
ECCO爱步女鞋2020春季新款 穆勒鞋高跟鞋女 型塑45尖头方跟262753,1799.00 ,9人付款,天猫国际海外仓直购,浙江 杭州
茵曼2020春季鞋子法式少女高跟鞋粗跟蝴蝶结网红新款中跟真皮单鞋,339.00 ,3人付款,天猫国际海外仓直购,广东 广州
奥康女鞋 2020春季新款时尚浅口尖头细跟高跟鞋单鞋优雅气质女鞋,219.00 ,10人付款,天猫国际海外仓直购,浙江 温州
clarks其乐女鞋Linvale Jerica正装黑色高跟鞋女细跟单鞋,899.00 ,0人付款,天猫国际海外仓直购,浙江 杭州
ts蹀愫2020春新品法式字母扣牛漆皮浅口方头细高跟单鞋TA10102-12,699.00 ,21人付款,天猫国际海外仓直购,广东 广州
ts蹀愫2020春新品法式百搭幸运金币小尖头高跟镂空空鞋TA10103-13,1099.00 ,4人付款,天猫国际海外仓直购,广东 广州
73Hours女鞋Irene单鞋女2020新款仙女缎面奥赛细跟尖头高跟鞋,1480.00 ,8人付款,天猫国际海外仓直购,上海
73Hours女鞋Glaze鞋子女2020年新款细跟法式仙女风浅口单鞋高跟鞋,1180.00 ,12人付款,天猫国际海外仓直购,上海
接吻猫秋季新款时尚尖头高跟细跟通勤职业工作羊皮浅口单鞋女,499.00 ,15人付款,天猫国际海外仓直购,广东 广州
kisscat接吻猫夏季新款猫跟后空仙女风高跟尖头包头凉鞋,539.00 ,9人付款,天猫国际海外仓直购,广东 广州
ZARA新款 TRF 女鞋 驼色细带绑带高跟牛皮革时装凉鞋 13335510117,359.00 ,,天猫国际海外仓直购,上海
honeyGIRL甜粉网纱拖鞋女外穿2020夏季新款透明跟高跟凉拖粗跟鞋,159.00 ,113人付款,天猫国际海外仓直购,广东 深圳
honeyGIRL一字带凉鞋2020新款女中跟 粗跟方头罗马法式小高跟鞋夏,169.00 ,285人付款,天猫国际海外仓直购,广东 深圳
ZARA新款 女鞋 黑色网眼细跟高跟鞋 11212510040,299.00 ,,天猫国际海外仓直购,上海
西遇一字带凉鞋女仙女风2020新款夏季时尚烫钻舒适百搭细跟高跟鞋,199.00 ,17人付款,天猫国际海外仓直购,广东 深圳
索菲娅2020夏季新款一字式扣带高跟后空时装凉鞋女鞋潮SF02115004,429.00 ,27人付款,天猫国际海外仓直购,上海
星期六蝴蝶结尖头通勤细跟高跟鞋优雅浅口单鞋例假鞋女SS81111552,219.00 ,0人付款,天猫国际海外仓直购,上海
Tata/他她2020秋专柜同款蝴蝶结尖头粗高跟单鞋奶奶鞋女XHZ02CQ0,699.00 ,227人付款,天猫国际海外仓直购,广东 深圳
Tata/他她2020夏专柜同款小碎花底通勤尖头高跟鞋女凉鞋XAX07BH0,589.00 ,7人付款,天猫国际海外仓直购,广东 深圳
西遇高跟鞋女仙女风2020新款秋季优雅尖头镶钻百搭浅口单鞋女细跟,169.00 ,2人付款,天猫国际海外仓直购,广东 深圳
红蜻蜓女鞋2020秋季新款高跟鞋中跟鞋一脚蹬单鞋时尚潮流百搭鞋子,269.00 ,1人付款,天猫国际海外仓直购,浙江 温州
红蜻蜓女鞋2020秋季新款高跟粗跟职业性感单鞋时尚潮流上班穿鞋子,269.00 ,0人付款,天猫国际海外仓直购,浙江 温州
森达2020秋季新款性感尖头气质细跟女高跟单鞋Z7006CQ0,479.00 ,1人付款,天猫国际海外仓直购,广东 深圳
热风女鞋2020年秋季新款女士光面通勤百搭OL细高跟单鞋女H04W0770,269.00 ,17人付款,天猫国际海外仓直购,上海
热风女鞋2020年秋季新款女士小香风粗跟圆头蝴蝶结高跟鞋H18W0715,289.00 ,30人付款,天猫国际海外仓直购,上海
森达2020夏季新款气质简约百搭绑带细高跟中跟女皮凉鞋4ZN01BL0,379.00 ,32人付款,天猫国际海外仓直购,广东 深圳
Jimmy Choo周仰杰 SCARLETTE65系列20黑银色蝴蝶结女士高跟鞋婚鞋,3990.00 ,0人付款,天猫国际海外仓直购,上海
Jimmy Choo周仰杰 LOVE65系列经典款银色牛皮鳄鱼纹女高跟鞋婚鞋,2790.00 ,7人付款,天猫国际海外仓直购,上海
【星光少女礼盒】Kiss Kitty2020年夏季新款仙女风粗跟高跟凉鞋女,749.00 ,23人付款,天猫国际海外仓直购,广东 广州
骆驼女鞋2020新款春夏休闲深口鞋圆头牛皮鞋英伦高跟小皮鞋厚底,339.00 ,3人付款,天猫国际海外仓直购,广东 广州
骆驼女鞋2020夏新品一字扣腕带舒适中后空单鞋粗高跟玛丽珍凉鞋女,229.00 ,7人付款,天猫国际海外仓直购,广东 广州
百丽星辰细高跟凉鞋2020春商场新款蝴蝶结尖头水晶凉鞋BSCD7BH0,499.00 ,138人付款,天猫国际海外仓直购,广东 深圳
KissKitty2020夏季新款星星中跟绑带女鞋时装仙女风粗跟高跟凉鞋,599.00 ,56人付款,天猫国际海外仓直购,广东 广州
莎莎苏2020年小红书同款夏新款罗马时装凉鞋方头仙女风细高跟鞋女,1249.00 ,9人付款,天猫国际海外仓直购,广东 广州
Michael Kors 迈克 科尔斯 女士铆钉宽带高跟凉鞋 40S7VLMA1L oys,789.00 ,0人付款,天猫国际海外仓直购,香港 新界
仙女风包头凉鞋女夏尖头中跟百搭一字带单鞋2020粗跟高跟鞋ins潮,129.00 ,10人付款,天猫国际海外仓直购,福建 泉州
哥弟女鞋2020秋季新款尖头中空奥钻松紧细跟高跟鞋女单鞋AX11062,550.00 ,0人付款,天猫国际海外仓直购,广东 广州
clarks其乐女鞋2020夏新款Laina55 Mule猫跟穆勒包头半拖高跟凉鞋,1199.00 ,42人付款,天猫国际海外仓直购,浙江 嘉兴
茵曼女鞋2020新款乐福鞋女秋舒适粗跟金属扣休闲真皮鞋通勤高跟鞋,369.00 ,2人付款,天猫国际海外仓直购,广东 佛山
香港直邮 Stuart Weitzman 黑色女士高跟鞋 及裸靴,2859.00 ,0人付款,天猫国际海外仓直购,香港 新界
clarks其乐女鞋2020秋冬新款正装猫跟鞋时尚尖头细高跟商务单鞋女,1299.00 ,1人付款,天猫国际海外仓直购,浙江 嘉兴
骆驼女鞋2020夏季新款一字带凉鞋通勤简约高跟鞋细跟蛇纹猫跟凉鞋,289.00 ,10人付款,天猫国际海外仓直购,广东 广州
PEDRO低帮鞋PW1-25580272女士时尚拼接鞋面尖头高跟鞋,269.00 ,3人付款,天猫国际海外仓直购,上海
PEDRO低帮鞋PW1-26480026女士褶皱装饰尖头高跟鞋单鞋,309.00 ,2人付款,天猫国际海外仓直购,上海
ECCO爱步女鞋2020春季新款 穆勒鞋高跟鞋女 型塑45尖头方跟262753,1799.00 ,9人付款,天猫国际海外仓直购,浙江 杭州
茵曼2020春季鞋子法式少女高跟鞋粗跟蝴蝶结网红新款中跟真皮单鞋,339.00 ,3人付款,天猫国际海外仓直购,广东 广州
奥康女鞋 2020春季新款时尚浅口尖头细跟高跟鞋单鞋优雅气质女鞋,219.00 ,10人付款,天猫国际海外仓直购,浙江 温州
clarks其乐女鞋Linvale Jerica正装黑色高跟鞋女细跟单鞋,899.00 ,0人付款,天猫国际海外仓直购,浙江 杭州
ts蹀愫2020春新品法式字母扣牛漆皮浅口方头细高跟单鞋TA10102-12,699.00 ,21人付款,天猫国际海外仓直购,广东 广州
ts蹀愫2020春新品法式百搭幸运金币小尖头高跟镂空空鞋TA10103-13,1099.00 ,4人付款,天猫国际海外仓直购,广东 广州
73Hours女鞋Irene单鞋女2020新款仙女缎面奥赛细跟尖头高跟鞋,1480.00 ,8人付款,天猫国际海外仓直购,上海
73Hours女鞋Glaze鞋子女2020年新款细跟法式仙女风浅口单鞋高跟鞋,1180.00 ,12人付款,天猫国际海外仓直购,上海
接吻猫秋季新款时尚尖头高跟细跟通勤职业工作羊皮浅口单鞋女,499.00 ,15人付款,天猫国际海外仓直购,广东 广州
kisscat接吻猫夏季新款猫跟后空仙女风高跟尖头包头凉鞋,539.00 ,9人付款,天猫国际海外仓直购,广东 广州
ZARA新款 TRF 女鞋 驼色细带绑带高跟牛皮革时装凉鞋 13335510117,359.00 ,,天猫国际海外仓直购,上海
honeyGIRL甜粉网纱拖鞋女外穿2020夏季新款透明跟高跟凉拖粗跟鞋,159.00 ,113人付款,天猫国际海外仓直购,广东 深圳
honeyGIRL一字带凉鞋2020新款女中跟 粗跟方头罗马法式小高跟鞋夏,169.00 ,285人付款,天猫国际海外仓直购,广东 深圳
ZARA新款 女鞋 黑色网眼细跟高跟鞋 11212510040,299.00 ,,天猫国际海外仓直购,上海
西遇一字带凉鞋女仙女风2020新款夏季时尚烫钻舒适百搭细跟高跟鞋,199.00 ,17人付款,天猫国际海外仓直购,广东 深圳
索菲娅2020夏季新款一字式扣带高跟后空时装凉鞋女鞋潮SF02115004,429.00 ,27人付款,天猫国际海外仓直购,上海
星期六蝴蝶结尖头通勤细跟高跟鞋优雅浅口单鞋例假鞋女SS81111552,219.00 ,0人付款,天猫国际海外仓直购,上海
Tata/他她2020秋专柜同款蝴蝶结尖头粗高跟单鞋奶奶鞋女XHZ02CQ0,699.00 ,227人付款,天猫国际海外仓直购,广东 深圳
Tata/他她2020夏专柜同款小碎花底通勤尖头高跟鞋女凉鞋XAX07BH0,589.00 ,7人付款,天猫国际海外仓直购,广东 深圳
西遇高跟鞋女仙女风2020新款秋季优雅尖头镶钻百搭浅口单鞋女细跟,169.00 ,2人付款,天猫国际海外仓直购,广东 深圳
红蜻蜓女鞋2020秋季新款高跟鞋中跟鞋一脚蹬单鞋时尚潮流百搭鞋子,269.00 ,1人付款,天猫国际海外仓直购,浙江 温州
红蜻蜓女鞋2020秋季新款高跟粗跟职业性感单鞋时尚潮流上班穿鞋子,269.00 ,0人付款,天猫国际海外仓直购,浙江 温州
森达2020秋季新款性感尖头气质细跟女高跟单鞋Z7006CQ0,479.00 ,1人付款,天猫国际海外仓直购,广东 深圳
热风女鞋2020年秋季新款女士光面通勤百搭OL细高跟单鞋女H04W0770,269.00 ,17人付款,天猫国际海外仓直购,上海
热风女鞋2020年秋季新款女士小香风粗跟圆头蝴蝶结高跟鞋H18W0715,289.00 ,30人付款,天猫国际海外仓直购,上海
森达2020夏季新款气质简约百搭绑带细高跟中跟女皮凉鞋4ZN01BL0,379.00 ,32人付款,天猫国际海外仓直购,广东 深圳
